boro,zipcode,cuisine_description,inspection_date,action,violation_code,violation_description,grade,inspection_type,latitude,longitude,council_district,census_tract,inspection_year,violations,vermin_types,critical_flags
Manhattan,10023,American,2024-11-21,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Initial Inspection,40.778153202493,-73.980588833228,06,015700,2024,1,0,0
Manhattan,10023,American,2024-12-05,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",A,Cycle Inspection / Initial Inspection,40.770133686131,-73.98497404952,03,014500,2024,1,0,0
Manhattan,10023,American,2024-12-05,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",A,Cycle Inspection / Initial Inspection,40.771821736265,-73.985168626805,06,014500,2024,1,0,0
Manhattan,10023,American,2024-12-05,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",A,Cycle Inspection / Initial Inspection,40.770133686131,-73.98497404952,03,014500,2024,1,0,0
Manhattan,10023,American,2024-12-05,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",A,Cycle Inspection / Initial Inspection,40.771821736265,-73.985168626805,06,014500,2024,1,0,0
Manhattan,10023,American,2024-12-11,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Not A,Cycle Inspection / Re-inspection,40.774272231992,-73.981265131781,06,015300,2024,1,0,0
Manhattan,10023,American,2024-12-11,Violations were cited in the following area(s).,02H,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",Not A,Cycle Inspection / Re-inspection,40.774272231992,-73.981265131781,06,015300,2024,1,0,0
Manhattan,10023,American,2024-12-11,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Not A,Cycle Inspection / Re-inspection,40.774272231992,-73.981265131781,06,015300,2024,1,0,0
Manhattan,10023,American,2024-12-26,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",A,Cycle Inspection / Re-inspection,40.776410532869,-73.982123853828,06,015300,2024,1,0,0
Manhattan,10023,American,2024-12-26,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",A,Cycle Inspection / Re-inspection,40.776410532869,-73.982123853828,06,015300,2024,1,0,0
Manhattan,10023,American,2025-01-29,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,A,Cycle Inspection / Re-inspection,40.773240108977,-73.98069136319,06,015300,2025,1,1,0
Manhattan,10023,American,2025-01-29,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",A,Cycle Inspection / Re-inspection,40.773240108977,-73.98069136319,06,015300,2025,1,0,0
Manhattan,10023,American,2025-02-18,Violations were cited in the following area(s).,02H,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",A,Pre-permit (Operational) / Initial Inspection,40.778279510856,-73.980884874899,06,015700,2025,1,0,0
Manhattan,10023,American,2025-02-18,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,A,Pre-permit (Operational) / Initial Inspection,40.778279510856,-73.980884874899,06,015700,2025,1,0,0
Manhattan,10023,American,2025-02-18,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Pre-permit (Operational) / Initial Inspection,40.778279510856,-73.980884874899,06,015700,2025,1,0,0
Manhattan,10023,American,2025-03-24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,A,Cycle Inspection / Initial Inspection,40.778910231132,-73.977707233684,06,016100,2025,1,1,0
Manhattan,10023,American,2025-03-24,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",A,Cycle Inspection / Initial Inspection,40.778910231132,-73.977707233684,06,016100,2025,1,0,0
Manhattan,10023,American,2025-03-24,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,A,Cycle Inspection / Initial Inspection,40.778910231132,-73.977707233684,06,016100,2025,1,0,0
Manhattan,10023,American,2025-04-21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",A,Cycle Inspection / Re-inspection,40.769021754817,-73.982800954249,06,014500,2025,1,0,0
Manhattan,10023,American,2025-04-21,Violations were cited in the following area(s).,09A,"Swollen, leaking, rusted or otherwise damaged canned food to be returned to distributor not segregated from intact product and clearly labeled DO NOT USE",A,Cycle Inspection / Re-inspection,40.769021754817,-73.982800954249,06,014500,2025,1,0,0
Manhattan,10023,American,2025-04-21,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",A,Cycle Inspection / Re-inspection,40.769021754817,-73.982800954249,06,014500,2025,1,0,0
Manhattan,10023,American,2025-04-21,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Re-inspection,40.769021754817,-73.982800954249,06,014500,2025,1,0,0
Manhattan,10023,American,2025-05-07,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",A,Cycle Inspection / Re-inspection,40.775016335664,-73.98303408496,06,015300,2025,1,0,0
Manhattan,10023,American,2025-05-07,Violations were cited in the following area(s).,09E,Wash hands sign not posted near or above hand washing sink.,A,Cycle Inspection / Re-inspection,40.775016335664,-73.98303408496,06,015300,2025,1,0,0
Manhattan,10023,American,2025-05-07,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Re-inspection,40.775016335664,-73.98303408496,06,015300,2025,1,0,0
